From	Entry	GeneID	Organism
ENSG00000042753	M0R1S0		Homo sapiens (Human)
ENSG00000042753	X6R390	1175;	Homo sapiens (Human)
ENSG00000146433	Q9P2C4	57583;	Homo sapiens (Human)
ENSG00000146433	A0A804HII6		Homo sapiens (Human)
ENSG00000132661	Q9UKK6	29107;	Homo sapiens (Human)
ENSG00000083838	Q9NWS9	55663;	Homo sapiens (Human)
ENSG00000083838	A0A0A0MR84		Homo sapiens (Human)
ENSG00000083838	M0R034		Homo sapiens (Human)
ENSG00000083838	M0R202		Homo sapiens (Human)
ENSG00000153531	Q8NDY3	113622;	Homo sapiens (Human)
ENSG00000153531	A0A0U1RQK4		Homo sapiens (Human)
ENSG00000153531	A0A804HI13	113622;	Homo sapiens (Human)
ENSG00000153531	X6RL45		Homo sapiens (Human)
ENSG00000048828	Q9NZB2	23196;	Homo sapiens (Human)
ENSG00000048828	A0A0C4DG79		Homo sapiens (Human)
ENSG00000048828	A0A0C4DH52		Homo sapiens (Human)
ENSG00000048828	A0A494C0Y9		Homo sapiens (Human)
ENSG00000048828	A0A8V8TNY3	23196;	Homo sapiens (Human)
ENSG00000134086	P40337	7428;	Homo sapiens (Human)
ENSG00000134086	A0A8Q3SIA6		Homo sapiens (Human)
ENSG00000134086	A0A8Q3WL21		Homo sapiens (Human)
ENSG00000198336	P12829	4635;	Homo sapiens (Human)
ENSG00000198336	A0A1C7CYY4		Homo sapiens (Human)
ENSG00000198336	I3L1K6		Homo sapiens (Human)
ENSG00000198336	I3L1R3		Homo sapiens (Human)
ENSG00000198336	I3L3U1		Homo sapiens (Human)
ENSG00000198336	I3L4B1		Homo sapiens (Human)
ENSG00000198336	I3L532		Homo sapiens (Human)
ENSG00000196497	Q8TEX9	79711;	Homo sapiens (Human)
ENSG00000196497	H0YK93		Homo sapiens (Human)
ENSG00000196497	H0YKG5		Homo sapiens (Human)
ENSG00000196497	H0YL92		Homo sapiens (Human)
ENSG00000196497	H0YLV0		Homo sapiens (Human)
ENSG00000196497	H0YMR4		Homo sapiens (Human)
ENSG00000196497	H0YN07		Homo sapiens (Human)
ENSG00000196497	H0YN14		Homo sapiens (Human)
ENSG00000169860	P47900	5028;	Homo sapiens (Human)
ENSG00000163050	Q8NI60	56997;	Homo sapiens (Human)
ENSG00000107742	Q92563	9806;	Homo sapiens (Human)
ENSG00000064652	Q9Y343	28966;	Homo sapiens (Human)
ENSG00000064652	A8MXB7		Homo sapiens (Human)
ENSG00000064652	H0Y8V0		Homo sapiens (Human)
ENSG00000064652	H0YA25		Homo sapiens (Human)
ENSG00000112739	Q13523	8899;	Homo sapiens (Human)
ENSG00000112739	H0YDJ3		Homo sapiens (Human)
ENSG00000151725	Q71F23	79682;	Homo sapiens (Human)
ENSG00000151725	D6R9S4		Homo sapiens (Human)
ENSG00000151725	Q09GN1		Homo sapiens (Human)
ENSG00000156959	Q7Z7J7	375323;	Homo sapiens (Human)
ENSG00000139200	Q8IYJ0	196500;	Homo sapiens (Human)
ENSG00000139200	F5GZA6		Homo sapiens (Human)
ENSG00000139200	F5H0N9		Homo sapiens (Human)
ENSG00000139200	F5H191		Homo sapiens (Human)
ENSG00000163584	Q6P5R6	200916;	Homo sapiens (Human)
ENSG00000163584	C9JYQ9	200916;	Homo sapiens (Human)
ENSG00000163584	F8WDK8		Homo sapiens (Human)
ENSG00000163584	H0Y8C2		Homo sapiens (Human)
ENSG00000163584	Q5JWX6		Homo sapiens (Human)
ENSG00000152413	Q86YM7	9456;	Homo sapiens (Human)
ENSG00000152413	Q86YM6		Homo sapiens (Human)
ENSG00000175105	Q8IZM8		Homo sapiens (Human)
ENSG00000160570	Q8WXF8	162989;	Homo sapiens (Human)
ENSG00000160570	M0QXK7		Homo sapiens (Human)
ENSG00000160570	M0QYK9		Homo sapiens (Human)
ENSG00000158406	P62805	121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370;	Homo sapiens (Human)
ENSG00000255378	P0DMB1	100131608;100133251;	Homo sapiens (Human)
ENSG00000146859	Q9NV12	55281;	Homo sapiens (Human)
ENSG00000159261	O95500	23562;	Homo sapiens (Human)
ENSG00000144306	Q0VDG4	79634;	Homo sapiens (Human)
ENSG00000144306	A0A1D5RMN9		Homo sapiens (Human)
ENSG00000144306	C9JID8		Homo sapiens (Human)
ENSG00000144306	C9JNS3		Homo sapiens (Human)
ENSG00000144306	F8W0M9		Homo sapiens (Human)
ENSG00000144306	F8WBX0		Homo sapiens (Human)
ENSG00000144306	H9KVC8		Homo sapiens (Human)
ENSG00000075223	Q99985	10512;	Homo sapiens (Human)
ENSG00000075223	F2Z2Y0		Homo sapiens (Human)
ENSG00000075223	F8WEP9		Homo sapiens (Human)
ENSG00000163444	Q8IXX5	92703;	Homo sapiens (Human)
ENSG00000140848	Q96FN4	221184;	Homo sapiens (Human)
ENSG00000140848	H3BPR8		Homo sapiens (Human)
ENSG00000140848	H3BQQ3		Homo sapiens (Human)
ENSG00000140848	H3BUC8		Homo sapiens (Human)
ENSG00000159921	Q9Y223	10020;	Homo sapiens (Human)
ENSG00000159921	A0A7I2SU25		Homo sapiens (Human)
ENSG00000182220	O75787	10159;	Homo sapiens (Human)
ENSG00000182220	A0A1B0GTB0		Homo sapiens (Human)
ENSG00000182220	A0A1B0GTD6		Homo sapiens (Human)
ENSG00000182220	A0A1B0GTU8		Homo sapiens (Human)
ENSG00000182220	A0A1B0GU12		Homo sapiens (Human)
ENSG00000182220	A0A1B0GUT7		Homo sapiens (Human)
ENSG00000182220	A0A1B0GUV3		Homo sapiens (Human)
ENSG00000182220	A0A1B0GV24		Homo sapiens (Human)
ENSG00000182220	A0A1B0GV60		Homo sapiens (Human)
ENSG00000182220	A0A1B0GVB9		Homo sapiens (Human)
ENSG00000182220	A0A1B0GVC7		Homo sapiens (Human)
ENSG00000182220	A0A1B0GVI9		Homo sapiens (Human)
ENSG00000182220	A0A1B0GVW0		Homo sapiens (Human)
ENSG00000182220	A0A1B0GVZ1		Homo sapiens (Human)
ENSG00000182220	A0A1B0GW13		Homo sapiens (Human)
ENSG00000182220	A0A1B0GWD6		Homo sapiens (Human)
ENSG00000182220	A0A1B0GWJ8		Homo sapiens (Human)
ENSG00000182220	A0A1C7CYW4		Homo sapiens (Human)
ENSG00000182220	B7Z1I9		Homo sapiens (Human)
ENSG00000182220	B7Z413		Homo sapiens (Human)
ENSG00000182220	H7C240		Homo sapiens (Human)
ENSG00000182220	H7C3E1		Homo sapiens (Human)
ENSG00000123411	Q9H2S9	64375;	Homo sapiens (Human)
ENSG00000123411	A0A0G2JL44		Homo sapiens (Human)
ENSG00000123411	F8VPL6		Homo sapiens (Human)
ENSG00000123411	F8VW19		Homo sapiens (Human)
ENSG00000243989	Q03154	95;	Homo sapiens (Human)
ENSG00000243989	A0A1B0GTG3		Homo sapiens (Human)
ENSG00000243989	A0A1B0GU36		Homo sapiens (Human)
ENSG00000243989	A0A1B0GU86		Homo sapiens (Human)
ENSG00000243989	A0A1B0GUZ4		Homo sapiens (Human)
ENSG00000243989	A0A1B0GVF7		Homo sapiens (Human)
ENSG00000243989	A0A1B0GVG0		Homo sapiens (Human)
ENSG00000243989	A0A1B0GVZ3		Homo sapiens (Human)
ENSG00000243989	C9JYZ0		Homo sapiens (Human)
ENSG00000243989	F8WC59		Homo sapiens (Human)
ENSG00000182899	P18077	6165;	Homo sapiens (Human)
ENSG00000182899	C9K025		Homo sapiens (Human)
ENSG00000182899	F8WB72		Homo sapiens (Human)
ENSG00000182899	F8WBS5		Homo sapiens (Human)
ENSG00000166961	Q8N5U1	219995;	Homo sapiens (Human)
ENSG00000166961	E7ET34		Homo sapiens (Human)
ENSG00000186509	Q8NGQ5	219956;	Homo sapiens (Human)
ENSG00000101220	Q9GZN8	54976;	Homo sapiens (Human)
ENSG00000101220	H7BYU9		Homo sapiens (Human)
ENSG00000214367	Q68CZ6	79441;	Homo sapiens (Human)
ENSG00000214367	A0A1D5RMS3		Homo sapiens (Human)
ENSG00000214367	D6R993		Homo sapiens (Human)
ENSG00000130810	Q9NQ55	56342;692312;	Homo sapiens (Human)
ENSG00000130810	A8MV53	56342;	Homo sapiens (Human)
ENSG00000130810	C9J3W3		Homo sapiens (Human)
ENSG00000130810	C9JHF7		Homo sapiens (Human)
ENSG00000130810	H7C446		Homo sapiens (Human)
ENSG00000073169	Q9BVL4	83642;	Homo sapiens (Human)
ENSG00000147873	P01569	3442;	Homo sapiens (Human)
ENSG00000239672	P15531	4830;	Homo sapiens (Human)
ENSG00000239672	C9K028		Homo sapiens (Human)
ENSG00000239672	E5RHP0		Homo sapiens (Human)
ENSG00000239672	E7ERL0		Homo sapiens (Human)
ENSG00000132612	Q9UN37	27183;	Homo sapiens (Human)
ENSG00000150093	P05556	3688;	Homo sapiens (Human)
ENSG00000150093	A0A7I2V2F9		Homo sapiens (Human)
ENSG00000150093	A0A7I2V2T4		Homo sapiens (Human)
ENSG00000150093	A0A7I2V348		Homo sapiens (Human)
ENSG00000150093	A0A7I2V5T3		Homo sapiens (Human)
ENSG00000150093	A0A7I2V5Z8		Homo sapiens (Human)
ENSG00000150093	C9JNE0		Homo sapiens (Human)
ENSG00000150093	C9JPK5		Homo sapiens (Human)
ENSG00000150093	E7EQW5		Homo sapiens (Human)
ENSG00000150093	E7EUI6		Homo sapiens (Human)
ENSG00000150093	E9PLR6		Homo sapiens (Human)
ENSG00000150093	E9PQJ2		Homo sapiens (Human)
ENSG00000150093	H7C4K3		Homo sapiens (Human)
ENSG00000150093	H7C4N8		Homo sapiens (Human)
ENSG00000150093	Q5T3E4		Homo sapiens (Human)
ENSG00000150093	Q5T3E5		Homo sapiens (Human)
ENSG00000150093	Q5T3E6		Homo sapiens (Human)
ENSG00000176055	Q68D91	153364;	Homo sapiens (Human)
ENSG00000178988	Q96HT8	114932;	Homo sapiens (Human)
ENSG00000162994	Q8NHS4	130162;	Homo sapiens (Human)
ENSG00000162994	B5MC48		Homo sapiens (Human)
ENSG00000162994	C9J143		Homo sapiens (Human)
ENSG00000162994	E7EQP3		Homo sapiens (Human)
ENSG00000162994	E7EVC5		Homo sapiens (Human)
ENSG00000162994	H7C1D8		Homo sapiens (Human)
ENSG00000161547	Q01130	6427;	Homo sapiens (Human)
ENSG00000161547	J3KP15		Homo sapiens (Human)
ENSG00000161547	J3QL05		Homo sapiens (Human)
ENSG00000147485	A1KZ92	137902;	Homo sapiens (Human)
ENSG00000147485	H0YAV0		Homo sapiens (Human)
ENSG00000147485	K4DIA6		Homo sapiens (Human)
ENSG00000241343	P83881	6173;	Homo sapiens (Human)
ENSG00000241343	H0Y5B4		Homo sapiens (Human)
ENSG00000241343	H7BY91		Homo sapiens (Human)
ENSG00000241343	J3KQN4	6173;	Homo sapiens (Human)
ENSG00000241343	R4GN19		Homo sapiens (Human)
ENSG00000119203	Q9UKF6	51692;	Homo sapiens (Human)
ENSG00000119203	C9JZH6		Homo sapiens (Human)
ENSG00000119203	G5E9W3	51692;	Homo sapiens (Human)
ENSG00000107362	Q5VST6	51104;	Homo sapiens (Human)
ENSG00000182307	Q9H7E9	65265;	Homo sapiens (Human)
ENSG00000182307	A0A3B3IRR6		Homo sapiens (Human)
ENSG00000182307	A0A3B3IT54		Homo sapiens (Human)
ENSG00000182307	A0A3B3ITA3		Homo sapiens (Human)
ENSG00000013374	Q9Y5A7	51667;	Homo sapiens (Human)
ENSG00000013374	C9JRT6		Homo sapiens (Human)
ENSG00000013374	F8WDB6		Homo sapiens (Human)
ENSG00000013374	F8WDL9		Homo sapiens (Human)
ENSG00000013374	H3BM14	51667;	Homo sapiens (Human)
ENSG00000013374	H3BM74	51667;	Homo sapiens (Human)
ENSG00000013374	H7C5E1		Homo sapiens (Human)
ENSG00000013374	H7C5N1		Homo sapiens (Human)
ENSG00000095596	O43174	1592;	Homo sapiens (Human)
ENSG00000095596	A0A096LNN2		Homo sapiens (Human)
ENSG00000243284	P0DPA2	391123;	Homo sapiens (Human)
ENSG00000122026	P46778	6144;	Homo sapiens (Human)
ENSG00000122026	G3V1B3		Homo sapiens (Human)
ENSG00000122026	M0R181		Homo sapiens (Human)
ENSG00000122026	M0R3I5		Homo sapiens (Human)
ENSG00000123933	Q14582	10608;	Homo sapiens (Human)
ENSG00000123933	H0Y8Z5		Homo sapiens (Human)
ENSG00000107771	Q9H7U1	54462;	Homo sapiens (Human)
ENSG00000107771	A0A2R8Y6V5		Homo sapiens (Human)
ENSG00000107771	A0A2R8Y7M2		Homo sapiens (Human)
ENSG00000107771	A0A2R8YGE2		Homo sapiens (Human)
ENSG00000107771	A0A2R8YGU6		Homo sapiens (Human)
ENSG00000166803	Q15004	9768;	Homo sapiens (Human)
ENSG00000166803	H0YKX3		Homo sapiens (Human)
ENSG00000166803	H0YMA4		Homo sapiens (Human)
ENSG00000163412	Q8N5X7	317649;	Homo sapiens (Human)
ENSG00000163412	C9J6E5		Homo sapiens (Human)
ENSG00000163412	C9J7Z6		Homo sapiens (Human)
ENSG00000163412	C9JUY2		Homo sapiens (Human)
ENSG00000146839	Q9Y493	7455;	Homo sapiens (Human)
ENSG00000010379	Q9NSD5	6540;	Homo sapiens (Human)
ENSG00000010379	F5GZA5		Homo sapiens (Human)
ENSG00000010379	F5H5D9		Homo sapiens (Human)
ENSG00000010379	F5H6S9		Homo sapiens (Human)
ENSG00000136449	Q8TBZ2	84073;	Homo sapiens (Human)
ENSG00000136449	C9JXR6		Homo sapiens (Human)
ENSG00000136449	C9JZX1		Homo sapiens (Human)
ENSG00000136449	H0Y7R1		Homo sapiens (Human)
ENSG00000136449	H7C0Z8		Homo sapiens (Human)
ENSG00000136449	K7EJ23		Homo sapiens (Human)
ENSG00000136449	K7EJV4		Homo sapiens (Human)
ENSG00000136449	K7EKR6		Homo sapiens (Human)
ENSG00000081870	Q9Y547	51668;	Homo sapiens (Human)
ENSG00000081870	A6NG08		Homo sapiens (Human)
ENSG00000081870	A6NIR2		Homo sapiens (Human)
ENSG00000081870	X6R7Y7		Homo sapiens (Human)
ENSG00000100241	O95248	6305;	Homo sapiens (Human)
ENSG00000100241	A0A8I5KNQ5		Homo sapiens (Human)
ENSG00000100241	A0A8I5KPS7		Homo sapiens (Human)
ENSG00000100241	A0A8I5KR05		Homo sapiens (Human)
ENSG00000100241	A0A8I5KRX8		Homo sapiens (Human)
ENSG00000100241	A0A8I5KS44		Homo sapiens (Human)
ENSG00000100241	A0A8I5KS51		Homo sapiens (Human)
ENSG00000100241	A0A8I5KS68		Homo sapiens (Human)
ENSG00000100241	A0A8I5KS97		Homo sapiens (Human)
ENSG00000100241	A0A8I5KT25		Homo sapiens (Human)
ENSG00000100241	A0A8I5KT60		Homo sapiens (Human)
ENSG00000100241	A0A8I5KTI7		Homo sapiens (Human)
ENSG00000100241	A0A8I5KTN1		Homo sapiens (Human)
ENSG00000100241	A0A8I5KU03		Homo sapiens (Human)
ENSG00000100241	A0A8I5KU87		Homo sapiens (Human)
ENSG00000100241	A0A8I5KUE4		Homo sapiens (Human)
ENSG00000100241	A0A8I5KUL5		Homo sapiens (Human)
ENSG00000100241	A0A8I5KUS0		Homo sapiens (Human)
ENSG00000100241	A0A8I5KUU6		Homo sapiens (Human)
ENSG00000100241	A0A8I5KVF2		Homo sapiens (Human)
ENSG00000100241	A0A8I5KVI6		Homo sapiens (Human)
ENSG00000100241	A0A8I5KVL6		Homo sapiens (Human)
ENSG00000100241	A0A8I5KW56		Homo sapiens (Human)
ENSG00000100241	A0A8I5KWB4		Homo sapiens (Human)
ENSG00000100241	A0A8I5KWI8		Homo sapiens (Human)
ENSG00000100241	A0A8I5KX98		Homo sapiens (Human)
ENSG00000100241	A0A8I5KXH4		Homo sapiens (Human)
ENSG00000100241	A0A8I5KXN1		Homo sapiens (Human)
ENSG00000100241	A0A8I5KXX8		Homo sapiens (Human)
ENSG00000100241	A0A8I5KXX9		Homo sapiens (Human)
ENSG00000100241	A0A8I5KY28		Homo sapiens (Human)
ENSG00000100241	A0A8I5KY61		Homo sapiens (Human)
ENSG00000100241	A0A8I5KYG9		Homo sapiens (Human)
ENSG00000100241	A0A8I5KYT4		Homo sapiens (Human)
ENSG00000100241	A0A8I5KZ29		Homo sapiens (Human)
ENSG00000100241	A0A8I5QJN2		Homo sapiens (Human)
ENSG00000100241	A0A8I5QKN6		Homo sapiens (Human)
ENSG00000100241	A0A8I5QKT8		Homo sapiens (Human)
ENSG00000100241	A0A8J8YTQ8		Homo sapiens (Human)
ENSG00000100241	H0Y5W8		Homo sapiens (Human)
ENSG00000169484	Q8NGD5	122740;	Homo sapiens (Human)
ENSG00000204193	Q6A555	255220;	Homo sapiens (Human)
ENSG00000204193	A9Z1W9	255220;	Homo sapiens (Human)
ENSG00000204193	B7ZME0	255220;	Homo sapiens (Human)
ENSG00000155254	Q9BSK0	83742;	Homo sapiens (Human)
ENSG00000226023	Q5JQC4	100507170;255313;653282;728036;728042;728049;728062;728072;728075;728082;728090;728096;	Homo sapiens (Human)
ENSG00000163257	Q9NXF7	54876;	Homo sapiens (Human)
ENSG00000161654	Q3MHD2	124801;	Homo sapiens (Human)
ENSG00000161654	K7ELG9		Homo sapiens (Human)
ENSG00000105738	O60292	23094;	Homo sapiens (Human)
ENSG00000105738	M0QX89		Homo sapiens (Human)
ENSG00000105738	M0R2Q7		Homo sapiens (Human)
ENSG00000197901	Q4U2R8	9356;	Homo sapiens (Human)
ENSG00000197901	F5H0T7		Homo sapiens (Human)
ENSG00000146250	Q8N3Z0	167681;	Homo sapiens (Human)
ENSG00000105641	Q92911	6528;	Homo sapiens (Human)
ENSG00000140455	Q9Y6I4	9960;	Homo sapiens (Human)
ENSG00000140455	H0YKU8		Homo sapiens (Human)
ENSG00000140455	H0YL81		Homo sapiens (Human)
ENSG00000140455	H0YLB7		Homo sapiens (Human)
ENSG00000140455	H0YLG0		Homo sapiens (Human)
ENSG00000140455	H0YLJ0		Homo sapiens (Human)
ENSG00000140455	H0YM72		Homo sapiens (Human)
ENSG00000140455	H0YMI4		Homo sapiens (Human)
ENSG00000140455	H0YMP6		Homo sapiens (Human)
ENSG00000140455	H0YMW1		Homo sapiens (Human)
ENSG00000140455	H0YNK1		Homo sapiens (Human)
ENSG00000140455	H0YNX9		Homo sapiens (Human)
ENSG00000140455	Q6JHV3	9960;	Homo sapiens (Human)
ENSG00000137185	O15535	7746;	Homo sapiens (Human)
ENSG00000137185	A0A0B4J224		Homo sapiens (Human)
ENSG00000137185	E9PLJ4		Homo sapiens (Human)
ENSG00000137185	E9PQL7		Homo sapiens (Human)
ENSG00000137185	U3KQB2		Homo sapiens (Human)
ENSG00000137185	U3KQV4		Homo sapiens (Human)
ENSG00000072840	P57679	2121;	Homo sapiens (Human)
ENSG00000072840	E9PCN4	2121;	Homo sapiens (Human)
ENSG00000242259	Q6P5X5	128977;	Homo sapiens (Human)
ENSG00000242259	A0A075B6P1		Homo sapiens (Human)
ENSG00000242259	E0CX16		Homo sapiens (Human)
ENSG00000184271	A0A1B0GU61		Homo sapiens (Human)
ENSG00000184271	A0A1B0GVK9		Homo sapiens (Human)
ENSG00000184271	A0A1C7CYV8	5463;	Homo sapiens (Human)
ENSG00000184271	A0A1C7CYY7		Homo sapiens (Human)
ENSG00000161202	Q92997	1857;	Homo sapiens (Human)
ENSG00000161202	A0A3B3ISG4		Homo sapiens (Human)
ENSG00000161202	A0A3B3ITC6		Homo sapiens (Human)
ENSG00000161202	F8WCF1		Homo sapiens (Human)
ENSG00000166823	Q9BRJ9	55897;	Homo sapiens (Human)
ENSG00000076864	P47736	5909;	Homo sapiens (Human)
ENSG00000076864	F2Z357		Homo sapiens (Human)
ENSG00000076864	J3KPC5		Homo sapiens (Human)
ENSG00000076864	Q5T3T0		Homo sapiens (Human)
ENSG00000076864	Q5T3T1		Homo sapiens (Human)
ENSG00000076864	X6R8W7	5909;	Homo sapiens (Human)
ENSG00000037280	P35916	2324;	Homo sapiens (Human)
ENSG00000037280	B5A927		Homo sapiens (Human)
ENSG00000037280	D6RFF2		Homo sapiens (Human)
ENSG00000037280	E9PD35		Homo sapiens (Human)
ENSG00000183785	Q9NY65	51807;	Homo sapiens (Human)
ENSG00000183785	A0A7P0T945		Homo sapiens (Human)
ENSG00000183785	A0A7P0TA31		Homo sapiens (Human)
ENSG00000183785	C9J2C0		Homo sapiens (Human)
ENSG00000183785	C9K0S6		Homo sapiens (Human)
ENSG00000183785	V9GZ17		Homo sapiens (Human)
ENSG00000080802	O95628	4850;	Homo sapiens (Human)
ENSG00000080802	A0A9L9PY48		Homo sapiens (Human)
ENSG00000080802	A0A9L9PY79		Homo sapiens (Human)
ENSG00000095066	Q96ED9	29911;	Homo sapiens (Human)
ENSG00000095066	A0A7I2V5Y2		Homo sapiens (Human)
ENSG00000095066	K7EJ48		Homo sapiens (Human)
ENSG00000095066	K7EJ65		Homo sapiens (Human)
ENSG00000095066	K7EJA7		Homo sapiens (Human)
ENSG00000095066	K7EK29		Homo sapiens (Human)
ENSG00000095066	K7EMG7		Homo sapiens (Human)
ENSG00000095066	K7EMR5		Homo sapiens (Human)
ENSG00000095066	K7ENU5		Homo sapiens (Human)
ENSG00000105146	Q9UQB9	6795;	Homo sapiens (Human)
ENSG00000105146	B4DXA6		Homo sapiens (Human)
ENSG00000105146	M0QX60		Homo sapiens (Human)
ENSG00000105146	M0QYK8		Homo sapiens (Human)
ENSG00000105146	Q5Y191		Homo sapiens (Human)
ENSG00000149489	Q03395	6094;	Homo sapiens (Human)
ENSG00000149489	E9PKF5		Homo sapiens (Human)
ENSG00000149489	E9PMR7		Homo sapiens (Human)
ENSG00000149489	E9PS24		Homo sapiens (Human)
ENSG00000205643	Q6NVV7	150383;	Homo sapiens (Human)
ENSG00000205643	F6RAJ7		Homo sapiens (Human)
ENSG00000205643	F6UL18		Homo sapiens (Human)
ENSG00000205643	H9KV78		Homo sapiens (Human)
ENSG00000128294	O60704	8459;	Homo sapiens (Human)
ENSG00000128294	B1AHJ5		Homo sapiens (Human)
ENSG00000128294	B1AHJ6		Homo sapiens (Human)
ENSG00000128294	B1AHJ7		Homo sapiens (Human)
ENSG00000128294	B1AHJ8		Homo sapiens (Human)
ENSG00000128294	B1AHJ9		Homo sapiens (Human)
ENSG00000128294	B1AHK0		Homo sapiens (Human)
ENSG00000121690	Q96QD5	91614;	Homo sapiens (Human)
ENSG00000161509	Q14957	2905;	Homo sapiens (Human)
ENSG00000161509	H0Y2V8	2905;	Homo sapiens (Human)
ENSG00000159516	Q9BYE4	6706;	Homo sapiens (Human)
ENSG00000145936	Q16558	3779;	Homo sapiens (Human)
ENSG00000080007	Q9NXZ2	55510;	Homo sapiens (Human)
ENSG00000165912	Q9UKS6	29763;	Homo sapiens (Human)
ENSG00000165912	A0A0C4DGG1		Homo sapiens (Human)
ENSG00000165912	E9PIY1		Homo sapiens (Human)
ENSG00000165912	E9PIZ6		Homo sapiens (Human)
ENSG00000165912	E9PJ33		Homo sapiens (Human)
ENSG00000165912	E9PJ75		Homo sapiens (Human)
ENSG00000165912	E9PNM9		Homo sapiens (Human)
ENSG00000165912	E9PQ12		Homo sapiens (Human)
ENSG00000165912	H0YDM6		Homo sapiens (Human)
ENSG00000131152	H3BMH7		Homo sapiens (Human)
